note_id,property_name,date,issue_type,severity,note_text,recommended_action,ingested_at,processed_at
N04790,Sunset Ridge,2025-06-07,Gate Access,Critical,New security protocol delayed collector access,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04814,Lakeview Terrace,2025-06-16,Weather,Medium,Poor visibility affected route safety,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04830,Birchwood Commons,2025-04-23,Resident Behavior,High,Collection bins were inaccessible during service window,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04841,Green Oaks,2025-01-19,Vehicle,Low,Transmission issue impacted route completion,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04859,Birchwood Commons,2025-01-11,Gate Access,High,Restricted access due to special community event,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04866,Maple Court,2025-03-02,Vehicle,High,Replacement vehicle arrived later than expected,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04890,Lakeview Terrace,2025-04-04,Weather,High,Lightning risk delayed evening collections,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04904,Sunset Ridge,2025-03-08,Resident Behavior,High,Excess waste volume exceeded expected capacity,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04911,Sunset Ridge,2025-03-15,Resident Behavior,Critical,Overflowing bins required additional collection effort,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04926,Birchwood Commons,2025-03-29,Property Management,High,Management requested additional pickup support,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04929,Birchwood Commons,2025-03-11,Gate Access,Medium,Access card failed to unlock service entrance,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04946,Willow Creek,2025-04-13,Gate Access,Low,Driver could not access community - gate code expired,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04947,Willow Creek,2025-04-24,Vehicle,Critical,Flat tire caused service delays across multiple properties,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04976,Green Oaks,2025-03-18,Route Planning,High,Dynamic route adjustments improved service outcomes,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04987,Birchwood Commons,2025-05-01,Resident Behavior,Low,Several residents reported confusion regarding pickup schedule,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04004,Lakeview Terrace,2025-06-15,Weather,Low,Snow accumulation blocked access to several units,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04007,Maple Court,2025-03-05,Vehicle,High,Truck mechanical issue delayed entire route schedule,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04014,Harbor Pointe,2025-06-19,Vehicle,Medium,Fleet shortage increased route workloads,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04016,Green Oaks,2025-03-26,Route Planning,Medium,Route capacity exceeded planned workload,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04018,Maple Court,2025-05-02,Vehicle,High,Vehicle inspection identified safety concerns before dispatch,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04021,Cedar Park,2025-04-22,Property Management,High,Access restrictions increased service complexity,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04036,Maple Court,2025-05-27,Weather,Low,Adverse weather increased average completion times,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04054,Birchwood Commons,2025-03-22,Resident Behavior,Critical,Overflowing bins required additional collection effort,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04055,Sunset Ridge,2025-06-06,Property Management,High,Property leadership requested service enhancement review,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04081,Sunset Ridge,2025-01-25,Property Management,Low,Property policy changes affected service delivery,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04102,Birchwood Commons,2025-05-05,Gate Access,High,Gate access restrictions caused delay on route,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04119,Lakeview Terrace,2025-04-06,Weather,Critical,High winds created safety concerns for collectors,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04140,Birchwood Commons,2025-02-10,Resident Behavior,Low,Resident education on waste procedures was recommended,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04149,Cedar Park,2025-03-15,Route Planning,Medium,Service area expansion affected route timing,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04185,Lakeview Terrace,2025-03-26,Resident Behavior,Critical,Residents placed bins outside designated collection hours,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04202,Lakeview Terrace,2025-05-24,Route Planning,High,Unexpected road closure required route diversion,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04204,Maple Court,2025-05-27,Route Planning,High,Scheduling overlap reduced operational efficiency,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04245,Birchwood Commons,2025-03-04,Property Management,Critical,Community event impacted collection schedule,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04268,Willow Creek,2025-03-18,Gate Access,Medium,Restricted access due to special community event,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04303,Maple Court,2025-02-19,Vehicle,Critical,Fleet shortage increased route workloads,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04313,Lakeview Terrace,2025-03-15,Resident Behavior,Medium,Resident left bin blocked by parked vehicle,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04330,Birchwood Commons,2025-03-18,Resident Behavior,High,Resident complaints were concentrated in specific buildings,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04338,Green Oaks,2025-03-15,Route Planning,High,Service area expansion affected route timing,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04340,Green Oaks,2025-05-04,Staffing,High,Insufficient weekend staffing caused backlog,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04370,Birchwood Commons,2025-05-13,Gate Access,Medium,Multiple access attempts required before entry was granted,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04377,Maple Court,2025-03-21,Weather,Critical,Ice accumulation restricted vehicle movement,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04378,Sunset Ridge,2025-05-11,Property Management,Medium,Operational changes were not communicated in advance,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04401,Willow Creek,2025-06-09,Vehicle,Critical,Fleet shortage increased route workloads,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04432,Sunset Ridge,2025-03-11,Gate Access,High,Temporary gate malfunction prevented collector entry,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04437,Sunset Ridge,2025-06-17,Property Management,Critical,Property leadership requested service enhancement review,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04447,Maple Court,2025-06-15,Vehicle,High,Transmission issue impacted route completion,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04449,Sunset Ridge,2025-04-15,Property Management,High,Management requested additional pickup support,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04454,Harbor Pointe,2025-02-23,Vehicle,Low,Replacement vehicle arrived later than expected,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04468,Maple Court,2025-04-19,Weather,Low,Snow removal activities blocked service access,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04471,Green Oaks,2025-01-29,Staffing,Critical,Insufficient staffing levels increased route completion time,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04477,Harbor Pointe,2025-01-15,Vehicle,Medium,Equipment failure reduced collection efficiency,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04479,Green Oaks,2025-06-22,Route Planning,Low,Route optimization issue increased travel time,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04490,Sunset Ridge,2025-04-03,Resident Behavior,Critical,Overflowing bins required additional collection effort,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04495,Green Oaks,2025-05-19,Vehicle,High,Transmission issue impacted route completion,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04497,Green Oaks,2025-06-04,Vehicle,High,Engine overheating forced temporary route suspension,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04535,Harbor Pointe,2025-04-25,Staffing,Medium,New collector unfamiliar with property layout,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04541,Birchwood Commons,2025-06-10,Gate Access,High,Community access policy changes were not communicated,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04561,Maple Court,2025-01-23,Vehicle,Medium,Emergency repair interrupted collection schedule,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04578,Cedar Park,2025-06-23,Route Planning,Critical,Service area expansion affected route timing,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04586,Cedar Park,2025-06-19,Staffing,High,Insufficient staffing levels increased route completion time,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04592,Maple Court,2025-06-15,Vehicle,Low,Fleet availability issues caused route reassignment,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04626,Willow Creek,2025-06-01,Gate Access,High,Property manager unavailable to provide updated gate code,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04633,Willow Creek,2025-01-02,Staffing,Critical,Route coverage reduced due to labor constraints,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04691,Harbor Pointe,2025-05-15,Weather,High,Severe weather reduced operational efficiency,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04695,Willow Creek,2025-06-14,Gate Access,Critical,Entry denied due to missing vendor registration,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04696,Willow Creek,2025-01-19,Gate Access,High,Temporary gate malfunction prevented collector entry,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04723,Harbor Pointe,2025-03-05,Weather,Medium,Severe weather reduced operational efficiency,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04738,Harbor Pointe,2025-01-13,Vehicle,Medium,Flat tire caused service delays across multiple properties,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04772,Willow Creek,2025-06-24,Staffing,Low,"Collector called in sick, route covered late",Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04774,Maple Court,2025-05-10,Weather,Critical,Storm conditions resulted in temporary service suspension,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04793,Birchwood Commons,2025-05-31,Resident Behavior,Critical,Resident complaints were concentrated in specific buildings,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04797,Birchwood Commons,2025-03-15,Gate Access,Medium,Access credentials expired unexpectedly,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04800,Lakeview Terrace,2025-01-04,Route Planning,High,High-density properties created route bottlenecks,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04807,Willow Creek,2025-02-28,Gate Access,High,Restricted access due to special community event,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04821,Maple Court,2025-05-21,Vehicle,Critical,Flat tire caused service delays across multiple properties,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04827,Maple Court,2025-06-28,Weather,High,Storm conditions resulted in temporary service suspension,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04828,Cedar Park,2025-01-06,Route Planning,Medium,Inefficient route sequencing reduced productivity,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04838,Harbor Pointe,2025-06-11,Staffing,Low,Staff shortage on route caused missed pickups,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04867,Birchwood Commons,2025-01-29,Resident Behavior,High,Resident participation declined during holiday period,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04899,Sunset Ridge,2025-06-14,Property Management,Medium,Management requested route modifications,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04912,Lakeview Terrace,2025-03-02,Weather,Low,Severe weather reduced operational efficiency,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04913,Lakeview Terrace,2025-05-06,Route Planning,Critical,GPS routing error caused missed service locations,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04935,Birchwood Commons,2025-05-13,Gate Access,Medium,Access credentials expired unexpectedly,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04937,Cedar Park,2025-05-01,Property Management,Medium,Manager reported recurring service concerns,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04959,Maple Court,2025-05-09,Vehicle,Low,Fleet shortage increased route workloads,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04966,Sunset Ridge,2025-05-03,Resident Behavior,High,Excess waste volume exceeded expected capacity,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04970,Harbor Pointe,2025-01-23,Vehicle,High,Vehicle servicing overlapped with scheduled collections,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N04991,Sunset Ridge,2025-03-21,Resident Behavior,High,Resident complaints were concentrated in specific buildings,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
